Time,Temperature - E+R IAQ 3 F,Humidity - E+R IAQ 3 %,Carbon Dioxide (CO2) - E+R IAQ 3 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 3 ppb,Particulate Matter (PM2.5) - E+R IAQ 3 ug/m3,Particulate Matter (PM10) - E+R IAQ 3 ug/m3,Formaldehyde (HCHO) - E+R IAQ 3 mg/m3,Carbon Monoxide (CO) - E+R IAQ 3 ppm,Temperature - E+R IAQ 8 F,Humidity - E+R IAQ 8 %,Carbon Dioxide (CO2) - E+R IAQ 8 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 8 ppb,Particulate Matter (PM2.5) - E+R IAQ 8 ug/m3,Particulate Matter (PM10) - E+R IAQ 8 ug/m3,Formaldehyde (HCHO) - E+R IAQ 8 mg/m3,Carbon Monoxide (CO) - E+R IAQ 8 ppm,Temperature - E+R IAQ 1 F,Humidity - E+R IAQ 1 %,Carbon Dioxide (CO2) - E+R IAQ 1 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 1 ppb,Particulate Matter (PM2.5) - E+R IAQ 1 ug/m3,Particulate Matter (PM10) - E+R IAQ 1 ug/m3,Formaldehyde (HCHO) - E+R IAQ 1 mg/m3,Carbon Monoxide (CO) - E+R IAQ 1 ppm,Temperature - E+R IAQ 5 F,Humidity - E+R IAQ 5 %,Carbon Dioxide (CO2) - E+R IAQ 5 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 5 ppb,Particulate Matter (PM2.5) - E+R IAQ 5 ug/m3,Particulate Matter (PM10) - E+R IAQ 5 ug/m3,Formaldehyde (HCHO) - E+R IAQ 5 mg/m3,Carbon Monoxide (CO) - E+R IAQ 5 ppm,Temperature - E+R IAQ 11 F,Humidity - E+R IAQ 11 %,Carbon Dioxide (CO2) - E+R IAQ 11 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 11 ppb,Particulate Matter (PM2.5) - E+R IAQ 11 ug/m3,Particulate Matter (PM10) - E+R IAQ 11 ug/m3,Formaldehyde (HCHO) - E+R IAQ 11 mg/m3,Carbon Monoxide (CO) - E+R IAQ 11 ppm,Temperature - E+R  IAQ 10 F,Humidity - E+R  IAQ 10 %,Carbon Dioxide (CO2) - E+R  IAQ 10 ppm,Volatile Organic Compounds (VOC) - E+R  IAQ 10 ppb,Particulate Matter (PM2.5) - E+R  IAQ 10 ug/m3,Particulate Matter (PM10) - E+R  IAQ 10 ug/m3,Formaldehyde (HCHO) - E+R  IAQ 10 mg/m3,Carbon Monoxide (CO) - E+R  IAQ 10 ppm
10/4/2023 0:40,,,,,,,,,,,,,,,,,82.53113171,53.99755859,459,183,42,52,0.03,0,73.81967114,52.83789063,656,394,10,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 0:45,,,,,,,,,,,,,,,,,82.52147913,53.94796753,457,161,40,50,0.029,0,73.71349268,52.69674683,667,347,10,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 0:50,,,,,,,,,,,,,,,,,82.53595801,53.88311768,455,178,40,49,0.028,0,73.78588708,52.65097046,673,361,10,11,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 0:55,,,,,,,,,,,,,,,,,82.56008948,53.90219116,469,203,40,49,0.03,0,73.63144568,52.69483948,681,353,10,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:00,,,,,,,,,,,,,,,,,82.5407843,54.07957458,486,227,39,48,0.03,0,73.74245044,52.51554871,693,352,10,11,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:05,,,,,,,,,,,,,,,,,82.55043689,54.23025513,506,241,39,48,0.03,0,73.63627197,52.91418457,699,318,10,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:10,,,,,,,,,,,,,,,,,82.55526318,54.24360657,524,244,39,47,0.03,0,73.73279785,52.43162537,702,328,10,12,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 1:15,,,,,,,,,,,,,,,,,82.55043689,54.21308899,528,250,37,46,0.03,0,73.66522974,52.68911743,710,335,9,11,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:20,,,,,,,,,,,,,,,,,82.52147913,54.21881104,527,256,37,46,0.03,0,73.67488232,52.37440491,722,331,10,11,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:25,,,,,,,,,,,,,,,,,82.51182654,54.21308899,524,266,37,45,0.03,0,73.71831897,52.71391296,725,310,10,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:30,,,,,,,,,,,,,,,,,82.50700024,54.37902832,531,273,36,45,0.03,0,73.58800903,52.35723877,727,289,10,11,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 1:35,,,,,,,,,,,,,,,,,82.50217395,54.52398682,586,275,35,43,0.03,0,73.70866638,52.67767334,734,303,10,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:40,,,,,,,,,,,,,,,,,82.47321619,54.50682068,616,255,37,46,0.03,0,73.70866638,52.47930908,750,295,9,11,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 1:45,,,,,,,,,,,,,,,,,82.44425842,54.28366089,609,238,37,46,0.03,0,73.66040344,52.89129639,758,296,11,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:50,,,,,,,,,,,,,,,,,82.41047437,54.35804749,609,258,36,44,0.03,0,73.89206555,52.91418457,782,305,10,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 1:55,,,,,,,,,,,,,,,,,82.3815166,54.6803894,633,294,36,45,0.03,0,73.68936121,52.68911743,783,267,10,11,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 2:00,,,,,,,,,,,,,,,,,82.36703772,54.6918335,671,320,35,42,0.03,0,73.76658191,53.04579163,790,293,11,13,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 2:05,,,,,,,,,,,,,,,,,82.33325366,54.57357788,664,316,35,42,0.03,0,73.9355022,52.75587463,804,322,11,13,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 2:10,,,,,,,,,,,,,,,,,82.29464331,54.60600281,653,307,35,42,0.03,0,73.73279785,52.86077881,800,398,10,11,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 2:15,,,,,,,,,,,,,,,,,82.27533813,54.60791016,637,310,35,42,0.03,0,73.84380261,52.83979797,800,399,11,13,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 2:20,,,,,,,,,,,,,,,,,82.27051184,54.65940857,628,320,34,42,0.03,0,73.62179309,52.91799927,807,371,11,13,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 2:25,,,,,,,,,,,,,,,,,82.26085925,54.72616577,622,328,33,41,0.03,0,73.79071338,52.89129639,822,367,10,12,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 2:30,,,,,,,,,,,,,,,,,82.25603296,54.79292297,620,338,33,41,0.03,0,73.6169668,52.70437622,828,331,11,13,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 2:35,,,,,,,,,,,,,,,,,82.25120667,54.88066101,620,348,33,39,0.03,0,73.75692932,52.75015259,830,329,11,13,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 2:40,,,,,,,,,,,,,,,,,82.24155408,54.92834473,622,354,33,39,0.03,0,73.59766162,52.7387085,838,326,11,13,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 2:45,,,,,,,,,,,,,,,,,82.23190149,55.00654602,623,366,32,38,0.031,0,73.74727673,52.84552002,844,305,12,14,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 2:50,,,,,,,,,,,,,,,,,82.21259631,55.06185913,625,376,33,39,0.032,0,73.5349198,52.60328674,846,289,10,13,0.006,0,,,,,,,,,,,,,,,,
10/4/2023 2:55,,,,,,,,,,,,,,,,,82.19329114,55.11717224,629,385,32,38,0.031,0,73.66040344,52.92372131,860,313,11,13,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 3:00,,,,,,,,,,,,,,,,,82.18363855,55.20681763,633,397,32,38,0.03,0,73.87758667,52.90655518,879,319,11,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 3:05,,,,,,,,,,,,,,,,,82.16433337,55.25640869,636,409,31,37,0.033,0,73.72797156,52.81690979,876,267,12,14,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 3:10,,,,,,,,,,,,,,,,,82.13054932,55.32125854,639,414,32,37,0.033,0,73.74245044,53.29756165,876,302,11,12,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 3:15,,,,,,,,,,,,,,,,,82.10641785,55.38801575,645,421,31,36,0.034,0,73.90654443,53.26704407,885,317,12,14,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 3:20,,,,,,,,,,,,,,,,,82.0678075,55.47575378,649,431,31,36,0.032,0,73.73279785,52.91227722,888,313,12,14,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 3:25,,,,,,,,,,,,,,,,,82.05332861,55.49101257,651,434,31,37,0.032,0,73.71831897,53.37957764,890,356,12,14,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 3:30,,,,,,,,,,,,,,,,,82.04850232,55.52534485,653,439,31,35,0.034,0,73.86793408,53.31472778,887,353,13,15,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 3:35,,,,,,,,,,,,,,,,,82.03402344,55.57493591,654,443,30,35,0.035,0,73.60248792,52.99238586,894,355,13,15,0.007,0,,,,,,,,,,,,,,,,
10/4/2023 3:40,,,,,,,,,,,,,,,,,81.99541309,55.62643433,656,450,30,35,0.034,0,73.66522974,53.25750732,898,449,13,14,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 3:45,,,,,,,,,,,,,,,,,81.97610791,55.68174744,660,459,29,34,0.036,0,73.75692932,52.95614624,902,430,14,16,0.006,0,,,,,,,,,,,,,,,,
10/4/2023 3:50,,,,,,,,,,,,,,,,,81.94715015,55.76757813,667,466,30,35,0.033,0,73.56387756,53.20791626,909,377,14,16,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 3:55,,,,,,,,,,,,,,,,,81.92301868,55.82670593,672,473,30,33,0.036,0,73.67488232,53.06295776,908,399,14,16,0.007,0,,,,,,,,,,,,,,,,
10/4/2023 4:00,,,,,,,,,,,,,,,,,81.90853979,55.88201904,680,481,29,34,0.038,0,73.44804651,53.32044983,911,388,13,15,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 4:05,,,,,,,,,,,,,,,,,81.88440833,55.95449829,688,497,29,33,0.036,0,73.59766162,53.38339233,912,369,15,17,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 4:10,,,,,,,,,,,,,,,,,81.86510315,55.99645996,694,506,29,33,0.036,0,73.75692932,53.47494507,919,367,14,17,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 4:15,,,,,,,,,,,,,,,,,81.84579797,56.04795837,703,519,29,33,0.035,0,73.67005603,53.31282043,922,343,16,18,0.006,0,,,,,,,,,,,,,,,,
10/4/2023 4:20,,,,,,,,,,,,,,,,,81.8264928,56.10327148,713,531,27,31,0.034,0,73.52044092,53.75532532,922,347,14,16,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 4:25,,,,,,,,,,,,,,,,,81.81201392,56.18719482,726,553,27,31,0.03,0,73.66522974,53.81254578,925,341,16,18,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 4:30,,,,,,,,,,,,,,,,,81.77340356,56.23106384,745,613,27,31,0.033,0,73.76658191,53.7076416,931,327,15,18,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 4:35,,,,,,,,,,,,,,,,,81.72996692,56.17575073,760,694,27,31,0.039,0,73.51561462,53.82208252,934,308,15,18,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 4:40,,,,,,,,,,,,,,,,,81.68170398,56.21961975,776,685,26,30,0.038,0,73.56387756,54.06813049,944,311,15,18,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 4:45,,,,,,,,,,,,,,,,,81.64791992,56.2215271,791,724,27,31,0.039,0,73.72797156,54.08720398,951,298,15,16,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 4:50,,,,,,,,,,,,,,,,,81.62378845,56.24250793,799,693,26,30,0.038,0,73.59766162,53.65995789,950,279,14,17,0.005,0,,,,,,,,,,,,,,,,
10/4/2023 4:55,,,,,,,,,,,,,,,,,81.59000439,56.20817566,798,698,27,30,0.037,0,73.49148315,54.05859375,951,265,15,18,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 5:00,,,,,,,,,,,,,,,,,81.57069922,56.19863892,786,655,27,30,0.033,0,73.60248792,53.72290039,951,302,16,19,0.006,0,,,,,,,,,,,,,,,,
10/4/2023 5:05,,,,,,,,,,,,,,,,,81.56587292,56.23869324,784,680,27,31,0.035,0,73.38530469,53.95178223,956,307,16,19,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 5:10,,,,,,,,,,,,,,,,,81.53691516,55.81526184,744,473,32,39,0.03,0,73.5349198,54.01853943,954,285,17,19,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 5:15,,,,,,,,,,,,,,,,,81.42108411,54.29510498,528,154,52,66,0.011,0,73.51561462,53.64660645,954,288,17,19,0.005,0,,,,,,,,,,,,,,,,
10/4/2023 5:20,,,,,,,,,,,,,,,,,81.31973193,53.45587158,415,79,64,74,0.006,0,73.36117322,53.92126465,959,288,15,19,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 5:25,,,,,,,,,,,,,,,,,81.23768494,52.74061584,360,34,60,72,0.005,0,73.51078833,54.05859375,977,286,14,18,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 5:30,,,,,,,,,,,,,,,,,81.21355347,52.90274048,353,81,55,70,0.01,0,73.64592456,54.06622314,980,271,15,17,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 5:35,,,,,,,,,,,,,,,,,81.20390088,53.09156799,353,97,56,69,0.01,0,73.68453491,53.93652344,979,262,17,19,0.007,0,,,,,,,,,,,,,,,,
10/4/2023 5:40,,,,,,,,,,,,,,,,,81.189422,53.1583252,351,102,54,69,0.013,0,73.4528728,54.14060974,978,254,18,20,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 5:45,,,,,,,,,,,,,,,,,81.17011682,53.21936035,348,115,54,69,0.018,0,73.47700427,54.36949158,981,250,17,20,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 5:50,,,,,,,,,,,,,,,,,81.16529053,53.27658081,345,131,53,68,0.02,0,73.59766162,54.43815613,990,250,17,20,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 5:55,,,,,,,,,,,,,,,,,81.14598535,53.32617188,344,142,53,68,0.02,0,73.68453491,54.31799316,993,243,17,20,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 6:00,,,,,,,,,,,,,,,,,81.11220129,53.39102173,343,151,52,67,0.02,0,73.49630945,54.36758423,993,253,19,22,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 6:05,,,,,,,,,,,,,,,,,81.06876465,53.5035553,343,155,51,66,0.02,0,73.48183057,54.65368652,992,240,18,21,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 6:10,,,,,,,,,,,,,,,,,81.06393835,53.61608887,343,159,51,66,0.02,0,73.60248792,54.55641174,985,234,17,20,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 6:15,,,,,,,,,,,,,,,,,81.05428577,53.73052979,343,170,51,66,0.02,0,73.46252539,54.43815613,983,246,18,21,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 6:20,,,,,,,,,,,,,,,,,81.04463318,53.83352661,345,184,50,64,0.02,0,73.46252539,54.63079834,985,243,18,21,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 6:25,,,,,,,,,,,,,,,,,81.03980688,53.90791321,346,205,49,64,0.02,0,73.56387756,54.63461304,986,237,18,21,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 6:30,,,,,,,,,,,,,,,,,81.0301543,53.99565125,346,225,49,63,0.02,0,73.44804651,54.16731262,985,245,16,19,0.006,0,,,,,,,,,,,,,,,,
10/4/2023 6:35,,,,,,,,,,,,,,,,,81.03498059,54.06622314,348,228,49,63,0.02,0,73.31291028,54.56213379,988,243,19,23,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 6:40,,,,,,,,,,,,,,,,,81.00602283,54.09101868,349,211,49,62,0.02,0,73.41908875,54.67276001,993,242,17,20,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 6:45,,,,,,,,,,,,,,,,,80.97706506,54.09674072,353,220,48,61,0.02,0,73.49630945,54.67848206,991,236,18,22,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 6:50,,,,,,,,,,,,,,,,,80.95293359,54.09292603,359,230,47,61,0.02,0,73.55422498,54.754776,986,258,19,21,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 6:55,,,,,,,,,,,,,,,,,80.92397583,54.10818481,362,235,47,59,0.02,0,73.57353015,54.64033508,988,292,19,21,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 7:00,,,,,,,,,,,,,,,,,80.89501807,54.11581421,364,239,46,60,0.02,0,73.31291028,54.82725525,991,322,19,22,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 7:05,,,,,,,,,,,,,,,,,80.85640771,54.15014648,366,247,47,60,0.02,0,73.33221545,55.05232239,992,298,19,23,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 7:10,,,,,,,,,,,,,,,,,80.82262366,54.22644043,366,256,46,59,0.02,0,73.4576991,55.01036072,990,271,18,22,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 7:15,,,,,,,,,,,,,,,,,80.80331848,54.28175354,366,280,45,57,0.02,0,73.55422498,54.99319458,981,257,19,23,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 7:20,,,,,,,,,,,,,,,,,80.7888396,54.34469604,366,281,45,58,0.021,0,73.37082581,54.55450439,990,283,18,22,0.004,0,,,,,,,,,,,,,,,,
10/4/2023 7:25,,,,,,,,,,,,,,,,,80.77436072,54.4057312,366,282,45,58,0.02,0,73.25016846,54.95123291,997,260,15,17,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 7:30,,,,,,,,,,,,,,,,,80.75505554,54.48965454,367,296,44,57,0.022,0,73.39495728,54.91499329,992,252,18,22,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 7:35,,,,,,,,,,,,,,,,,80.71644519,54.53352356,368,328,44,56,0.026,0,73.41426245,54.54115295,993,261,19,22,0.005,0,,,,,,,,,,,,,,,,
10/4/2023 7:40,,,,,,,,,,,,,,,,,80.7067926,54.57929993,369,299,44,55,0.025,0,73.20190552,54.78720093,1004,304,19,22,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 7:45,,,,,,,,,,,,,,,,,80.69231372,54.60218811,371,289,43,55,0.02,0,73.34669434,54.96458435,1017,347,18,20,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 7:50,,,,,,,,,,,,,,,,,80.67300854,54.58120728,375,299,43,54,0.02,0,73.44804651,55.30409241,1022,410,18,21,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 7:55,,,,,,,,,,,,,,,,,80.64405078,54.57739258,379,309,42,54,0.02,0,73.60731421,56.89863586,1017,692,20,24,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 8:00,,,,,,,,,,,,,,,,,80.60544043,54.60218811,381,317,42,55,0.023,0,73.70384009,58.01062012,1011,648,20,23,0.007,0,,,,,,,,,,,,,,,,
10/4/2023 8:05,,,,,,,,,,,,,,,,,80.57648267,54.6098175,382,323,42,53,0.022,0,73.49148315,57.16566467,1013,465,22,25,0,0,,,,,,,,,,,,,,,,
10/4/2023 8:10,,,,,,,,,,,,,,,,,80.5475249,54.62316895,384,332,42,54,0.026,0,73.43839392,58.20707703,997,433,22,27,0.004,0,,,,,,,,,,,,,,,,
10/4/2023 8:15,,,,,,,,,,,,,,,,,80.51374084,54.67276001,386,340,42,53,0.027,0,73.58318274,58.12696838,1000,455,22,25,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 8:20,,,,,,,,,,,,,,,,,80.49926196,54.73760986,387,360,41,53,0.029,0,73.67005603,57.70735168,1004,466,21,26,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 8:25,,,,,,,,,,,,,,,,,80.48960938,54.77766418,389,364,41,52,0.03,0,73.58318274,56.99972534,991,412,23,28,0.005,0,,,,,,,,,,,,,,,,
10/4/2023 8:30,,,,,,,,,,,,,,,,,80.46547791,54.83869934,392,369,41,52,0.029,0,73.43839392,56.95204163,985,393,22,26,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 8:35,,,,,,,,,,,,,,,,,80.45099902,54.87493896,396,378,41,52,0.029,0,73.49630945,56.48474121,977,384,23,25,0.007,0,,,,,,,,,,,,,,,,
10/4/2023 8:40,,,,,,,,,,,,,,,,,80.44617273,54.93597412,403,400,40,50,0.03,0,73.44322021,56.51335144,998,388,23,28,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 8:45,,,,,,,,,,,,,,,,,80.42204126,54.96076965,409,394,40,50,0.03,0,73.64109827,56.292099,1007,364,24,28,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 8:50,,,,,,,,,,,,,,,,,80.40756238,54.98175049,419,402,40,50,0.03,0,73.52526721,55.76185608,1001,428,22,25,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 8:55,,,,,,,,,,,,,,,,,80.37860461,55.01608276,428,415,39,49,0.03,0,73.60248792,56.4370575,1045,408,23,26,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:00,,,,,,,,,,,,,,,,,80.35447314,55.17630005,440,364,38,48,0.026,0,73.76658191,55.75422668,1081,427,22,25,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 9:05,,,,,,,,,,,,,,,,,80.32068909,55.33651733,353,112,39,49,0.01,0,73.70384009,56.05368042,1079,405,20,23,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:10,,,,,,,,,,,,,,,,,80.2338158,55.57493591,263,21,36,45,0,0,73.78106079,55.98501587,1046,344,21,25,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 9:15,,,,,,,,,,,,,,,,,80.13728992,55.79046631,207,19,33,40,0,0,73.60248792,56.24822998,1052,438,19,22,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:20,,,,,,,,,,,,,,,,,80.08420068,56.05177307,199,2,32,41,0,0,73.69901379,56.2844696,1076,600,19,22,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:25,,,,,,,,,,,,,,,,,80.04559033,56.26348877,190,48,32,40,0,0,73.66522974,56.62207031,1011,451,19,21,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:30,,,,,,,,,,,,,,,,,79.99732739,56.49427795,183,43,35,44,0,0,73.80036597,55.92970276,1007,431,18,21,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:35,,,,,,,,,,,,,,,,,79.98284851,56.6373291,177,21,38,49,0,0,73.6169668,55.74468994,1007,405,17,19,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:40,,,,,,,,,,,,,,,,,79.96836963,56.74223328,175,62,37,46,0.001,0,73.62179309,55.7313385,987,378,18,21,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:45,,,,,,,,,,,,,,,,,79.95389075,56.79182434,179,93,33,41,0.009,0,73.59283533,56.0136261,972,355,17,20,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:50,,,,,,,,,,,,,,,,,79.96354333,56.77084351,182,91,33,39,0.01,0,73.55422498,55.80763245,953,334,16,19,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 9:55,,,,,,,,,,,,,,,,,79.95389075,56.76321411,182,97,32,38,0.01,0,73.53974609,56.0174408,940,320,15,18,0.01,0,73.22121069,61.18635559,1062,805,271,287,,,,,,,,,,
10/4/2023 10:00,,,,,,,,,,,,,,,,,79.92493298,56.78610229,180,102,31,37,0.01,0,73.67488232,55.8724823,927,317,17,20,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 10:05,,,,,,,,,,,,,,,,,79.9152804,56.76321411,182,159,30,35,0.01,0,73.58800903,56.21961975,920,294,16,17,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 10:10,,,,,,,,,,,,,,,,,79.90562781,56.69645691,193,200,30,34,0.01,0,73.68936121,56.52098083,892,261,16,18,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 10:15,71.1459043,69.20675659,371,306,25,28,0,0,,,,,,,,,79.89597522,56.74795532,200,227,29,34,0.01,0,73.67005603,56.20245361,878,265,16,19,0.009,0,72.83028088,61.79670715,898,530,197,206,0.13,0,,,,,,,,
10/4/2023 10:20,71.38721899,66.06535339,368,256,21,25,0,0,,,,,,,,,79.9104541,56.73841858,207,253,29,34,0.013,0,73.63144568,56.5038147,876,251,15,17,0.01,0,73.04746411,61.95501709,909,517,182,191,0.13,0,,,,,,,,
10/4/2023 10:25,70.70671155,64.6653595,363,225,21,23,0,0,,,,,,,,,79.92010669,56.95967102,212,287,29,34,0.019,0,73.80036597,56.54005432,857,238,16,18,0.008,0,73.19707922,62.0770874,906,482,170,177,0.124,0,,,,,,,,
10/4/2023 10:30,70.75980078,66.95608521,358,213,19,22,0,0,,,,,,,,,79.97319592,56.92724609,230,298,29,34,0.018,0,73.62661938,56.30163574,853,233,13,15,0.009,0,72.80614941,61.01660156,840,411,144,150,0.107,0,,,,,,,,
10/4/2023 10:35,71.08316248,68.81193542,356,190,18,22,0,0,,,,,,,,,79.98284851,56.76130676,226,269,29,34,0.013,0,73.6121405,56.28065491,847,228,14,16,0.01,0,72.61792395,61.46482849,772,345,124,130,0.097,0,,,,,,,,
10/4/2023 10:40,,,,,,,,,,,,,,,,,79.97319592,56.79373169,226,266,29,32,0.01,0,73.59766162,56.27493286,840,225,14,16,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 10:45,,,,,,,,,,,,,,,,,79.96354333,56.76512146,224,265,27,31,0.01,0,73.60731421,56.37792969,821,206,13,14,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 10:50,,,,,,,,,,,,,,,,,79.94906445,56.72125244,222,269,28,31,0.01,0,73.65557715,56.17384338,801,195,12,13,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 10:55,,,,,,,,,,,,,,,,,79.92010669,56.67166138,221,271,28,32,0.01,0,73.54939868,56.14332581,783,188,13,14,0.01,0,,,,,,,,,,,,,,,,
10/4/2023 11:00,,,,,,,,,,,,,,,,,79.9104541,56.60299683,220,284,25,29,0.01,0,73.56870386,55.83624268,769,176,11,12,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 11:05,,,,,,,,,,,,,,,,,79.89597522,56.61825562,219,292,27,29,0.01,0,73.62661938,56.02697754,749,165,12,14,0.008,0,,,,,,,,,,,,,,,,
10/4/2023 11:10,,,,,,,,,,,,,,,,,79.85736487,56.58964539,218,299,26,29,0.011,0,73.52526721,55.70463562,732,155,12,13,0.007,0,,,,,,,,,,,,,,,,
10/4/2023 11:15,,,,,,,,,,,,,,,,,79.84288599,56.55149841,216,302,23,27,0.01,0,73.6169668,55.5940094,719,150,12,13,0.007,0,,,,,,,,,,,,,,,,
10/4/2023 11:20,,,,,,,,,,,,,,,,,79.81875452,56.4294281,214,248,23,27,0.01,0,73.53974609,55.79237366,709,144,11,12,0.009,0,,,,,,,,,,,,,,,,
10/4/2023 11:25,,,,,,,,,,,,,,,,,79.82358081,56.19673157,207,220,22,24,0.01,0,73.71831897,55.71798706,694,138,10,12,0.006,0,,,,,,,,,,,,,,,,
10/4/2023 11:30,,,,,,,,,,,,,,,,,79.80910193,56.13760376,199,196,22,24,0.01,0,73.6121405,55.78855896,681,133,10,11,0.009,0,,,,,,,,,,,,,,,,
